"Name","Source","Page","Rarity","Type","Attunement","Damage","Properties","Mastery","Weight","Value","Text"
"Figurine of Wondrous Power, Ivory Goats","DMG'24","261","rare","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Ivory Goats (Rare). These ivory statuettes of goats are always created in sets of three. Each goat looks unique and functions differently from the others. Their properties are as follows:Goat of Terror. This figurine can become a Giant Goat for up to 3 hours. The goat can't attack, but you can (harmlessly) remove its horns and use them as weapons. One horn becomes a +1 Lance, and the other becomes a +2 Longsword. Removing a horn requires a Magic action, and the weapons disappear and the horns return when the goat reverts to figurine form. While you ride the goat, any Hostile creature that starts its turn within a 30-foot Emanation originating from the goat must succeed on a DC 15 Wisdom saving throw or have the Frightened condition for 1 minute, until you are no longer riding the goat, or until the goat reverts to figurine form. The Frightened creature repeats the save at the end of each of its turns, ending the effect on itself on a success. Once it succeeds on the save, a creature is immune to this effect for the next 24 hours. Once the figurine has been used, it can't be used again until 15 days have passed.Goat of Traveling. This figurine can become a Large goat with the same statistics as a Riding Horse. It has 24 charges, and each hour or portion thereof it spends in goat form costs 1 charge. While it has charges, you can use it as often as you wish. When it runs out of charges, it reverts to a figurine and can't be used again until 7 days have passed, when it regains all expended charges.Goat of Travail. This figurine can become a Giant Goat for up to 3 hours. Once it has been used, it can't be used again until 30 days have passed."
"Figurine of Wondrous Power, Marble Elephant","DMG'24","261","rare","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Marble Elephant (Rare). This marble statuette resembles a trumpeting elephant. It can become an Elephant for up to 24 hours. Once it has been used, it can't be used again until 7 days have passed."
"Figurine of Wondrous Power, Obsidian Steed","DMG'24","261","very rare","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Obsidian Steed (Very Rare). This polished obsidian horse can become a Nightmare for up to 24 hours. The nightmare fights only to defend itself. Once it has been used, it can't be used again until 5 days have passed.The figurine has a 10 percent chance each time you use it to ignore your orders, including a command to revert to figurine form. If you mount the nightmare while it is ignoring your orders, you and the nightmare are instantly transported to a random location on the plane of Hades, where the nightmare reverts to figurine form."
"Figurine of Wondrous Power, Onyx Dog","DMG'24","261","rare","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Onyx Dog (Rare). This onyx statuette of a dog can become a Mastiff for up to 6 hours. The mastiff has an Intelligence of 8 and can speak Common. It also has Blindsight with a range of 60 feet. Once it has been used, it can't be used again until 7 days have passed."
"Figurine of Wondrous Power, Serpentine Owl","DMG'24","261","rare","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Serpentine Owl (Rare). This serpentine statuette of an owl can become a Giant Owl for up to 8 hours. The owl can communicate telepathically with you at any range if you and it are on the same plane of existence. Once it has been used, it can't be used again until 2 days have passed."
"Figurine of Wondrous Power, Silver Raven","DMG'24","261","uncommon","Wondrous Item","","","","","","","A Figurine of Wondrous Power is a statuette small enough to fit in a pocket. If you take a Magic action to throw the figurine to a point on the ground within 60 feet of yourself, the figurine becomes a living creature specified in the figurine's description below. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.The creature is Friendly to you and your allies. It understands your languages, obeys your commands, and takes its turn immediately after you on your Initiative count. If you issue no commands, the creature defends itself but takes no other actions.The creature exists for a duration specific to each figurine. At the end of the duration, the creature reverts to its figurine form. It reverts to a figurine early if its creature form drops to 0 Hit Points or if you take a Magic action while touching the creature to make it revert to figurine form. When the creature becomes a figurine again, its property can't be used again until a certain amount of time has passed, as specified below. Silver Raven (Uncommon). This silver statuette of a raven can become a Raven for up to 12 hours. Once it has been used, it can't be used again until 2 days have passed. While in raven form, the figurine grants you the ability to cast Animal Messenger on it."
"Finder's Goggles","ERLW","277","uncommon","Wondrous Item","requires attunement by a creature with the Mark of Finding","","","","","","The lenses of these garish goggles are carved from Siberys dragonshards. While wearing these lenses, you gain the following benefits:When you make a Wisdom (Insight) check, you can roll a d4 and add the number rolled to the check.As an action, you can use the goggles to examine an object to identify the aura of the last creature that touched it. Make a Wisdom (Insight) check against a DC of 13 + the number of days since the last contact occurred. On a success, you learn the creature's type and can immediately use the goggles to cast locate creature to find that creature. This property can't be used again until the next dawn."
"Fire Absorbing Tattoo","TCE","119","very rare","Wondrous Item (Tattoo)","requires attunement","","","","","","Produced by a special needle, this magic tattoo features designs that emphasize one color (red). Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space. Damage Resistance. While the tattoo is on your skin, you have resistance to fire damage. Damage Absorption. When you take fire damage, you can use your reaction to gain immunity against that instance of the damage, and you regain a number of hit points equal to half the damage you would have taken. Once this reaction is used, it can't be used again until the next dawn."
"Flame Tongue","DMG'24","263","rare","Generic Variant","requires attunement","","","","","","While holding this magic weapon, you can take a Bonus Action and use a command word to cause flames to engulf the damage-dealing part of the weapon. These flames shed Bright Light in a 40-foot radius and Dim Light for an additional 40 feet. While the weapon is ablaze, it deals an extra 2d6 Fire damage on a hit. The flames last until you take a Bonus Action to issue the command again or until you drop, stow, or sheathe the weapon. Base items. This item variant can be applied to the following base items:Battleaxe (Flame Tongue Battleaxe)Club (Flame Tongue Club)Dagger (Flame Tongue Dagger)Flail (Flame Tongue Flail)Glaive (Flame Tongue Glaive)Greataxe (Flame Tongue Greataxe)Greatclub (Flame Tongue Greatclub)Greatsword (Flame Tongue Greatsword)Halberd (Flame Tongue Halberd)Handaxe (Flame Tongue Handaxe)Javelin (Flame Tongue Javelin)Lance (Flame Tongue Lance)Light Hammer (Flame Tongue Light Hammer)Longsword (Flame Tongue Longsword)Mace (Flame Tongue Mace)Maul (Flame Tongue Maul)Morningstar (Flame Tongue Morningstar)Pike (Flame Tongue Pike)Quarterstaff (Flame Tongue Quarterstaff)Rapier (Flame Tongue Rapier)Scimitar (Flame Tongue Scimitar)Shortsword (Flame Tongue Shortsword)Sickle (Flame Tongue Sickle)Spear (Flame Tongue Spear)Trident (Flame Tongue Trident)War Pick (Flame Tongue War Pick)Warhammer (Flame Tongue Warhammer)Whip (Flame Tongue Whip)"
"Folding Boat","DMG'24","263","rare","Wondrous Item","","","","","4 lb.","","This object appears as a wooden box that measures 12 inches long, 6 inches wide, and 6 inches deep. It weighs 4 pounds and floats. It can be opened to store items inside. This item also has three command words, each requiring a Magic action to use:First Command Word. The box unfolds into a Rowboat.Second Command Word. The box unfolds into a Keelboat.Third Command Word. The Folding Boat folds back into a box if no creatures are aboard. Any objects in the vessel that can't fit inside the box remain outside the box as it folds. Any objects in the vessel that can fit inside the box do so.When the box becomes a vessel, its weight becomes that of a normal vessel its size, and anything that was stored in the box remains in the boat.Statistics for the Rowboat and Keelboat appear in the Player's Handbook. If either vessel is reduced to 0 Hit Points, the Folding Boat is destroyed."
"Force Absorbing Tattoo","TCE","119","very rare","Wondrous Item (Tattoo)","requires attunement","","","","","","Produced by a special needle, this magic tattoo features designs that emphasize one color (white). Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space. Damage Resistance. While the tattoo is on your skin, you have resistance to force damage. Damage Absorption. When you take force damage, you can use your reaction to gain immunity against that instance of the damage, and you regain a number of hit points equal to half the damage you would have taken. Once this reaction is used, it can't be used again until the next dawn."
"Fork of Eddy Summoning","NF","undefined","rare","Wondrous Item","","","","","","","This Tiny tuning fork crackles with harmless, multicolored magical energy. As a Magic action, you can tap the fork against any object to summon an Eldritch Eddy (see appendix B). The eddy appears in an unoccupied space as close to you as possible. The eddy is Friendly to you and your allies, and it obeys your commands. If you fail to command it, the eddy defends itself against attackers but takes no other actions. It takes its turn immediately after you on your Initiative count. The eddy disappears after 1 hour, when it dies, or when you dismiss it as a Bonus Action. The fork can't be used this way again until the next dawn."
"Frost Brand","DMG'24","263","very rare","Generic Variant","requires attunement","","","","","","When you hit with an attack roll using this magic weapon, the target takes an extra 1d6 Cold damage. In addition, while you hold the weapon, you have Resistance to Fire damage.In freezing temperatures, the weapon sheds Bright Light in a 10-foot radius and Dim Light for an additional 10 feet.When you draw this weapon, you can extinguish all nonmagical flames within 30 feet of yourself. Once used, this property can't be used again for 1 hour. Base items. This item variant can be applied to the following base items:Glaive (Frost Brand Glaive)Greatsword (Frost Brand Greatsword)Longsword (Frost Brand Longsword)Rapier (Frost Brand Rapier)Scimitar (Frost Brand Scimitar)Shortsword (Frost Brand Shortsword)"
"Fulminating Treatise","TCE","128","rare","Wondrous Item, Spellcasting Focus","requires attunement by a wizard","","","","3 lb.","","This thick, scorched spellbook reeks of smoke and ozone, and sparks of energy crackles along the edges of its pages. When found, the book contains the following spells: contingency, fireball, gust of wind, Leomund's tiny hut, magic missile, thunderwave, and wall of force. It functions as a spellbook for you.While you are holding the book, you can use it as a spellcasting focus for your wizard spells.The book has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it:If you spend 1 minute studying the book, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the book. The new spell must be of the evocation school.When one creature you can see takes damage from an evocation spell you cast, you can use your reaction and expend 1 charge to deal an extra 2d6 force damage to the creature and knock the creature prone if it is Large or smaller."
"Gauntlets of Flaming Fury","BGDIA","223","rare","Wondrous Item","requires attunement","","","","","","While you wear both of these steel gauntlets, any non-magical weapon you grasp with either gauntlet is treated as a magic weapon. As a bonus action, you can use the gauntlets to cause magical flames to envelop one or two melee weapons in your grasp. Each flaming weapon deals an extra 1d6 fire damage on a hit. The flames last until you sheath or let go of either weapon. Once used, this property can't be used again until the next dawn."
"Gauntlets of Ogre Power","DMG'24","264","uncommon","Wondrous Item","requires attunement","","","","","","Your Strength score is 19 while you wear these gauntlets. They have no effect on you if your Strength is 19 or higher without them."
"Gem of Brightness","DMG'24","264","uncommon","Wondrous Item","","","","","","","This prism has 50 charges. While you are holding it, you can take a Magic action and use one of three command words to cause one of the following effects:First Command Word. The gem sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet. This effect doesn't expend a charge. It lasts until you take a Bonus Action to repeat the command word or until you use another function of the gem.Second Command Word. You expend 1 charge and cause the gem to fire a brilliant beam of light at one creature you can see within 60 feet of yourself. The creature must succeed on a DC 15 Constitution saving throw or have the Blinded condition for 1 minute. The creature repeats the save at the end of each of its turns, ending the effect on itself on a success.Third Command Word. You expend 5 charges and cause the gem to flare with intense light in a 30-foot Cone. Each creature in the Cone makes a saving throw as if struck by the beam created with the second command word.When all of the gem's charges are expended, the gem becomes a nonmagical jewel worth 50 GP."
"Gem of Seeing","DMG'24","264","rare","Wondrous Item","requires attunement","","","","","","This gem has 3 charges. As a Magic action, you can expend 1 charge. For the next 10 minutes, you have Truesight out to 120 feet when you peer through the gem.The gem regains 1d3 expended charges daily at dawn."
"Ghost Step Tattoo","TCE","128","very rare","Wondrous Item (Tattoo)","requires attunement","","","","","","Produced by a special needle, this tattoo shifts and wavers on the skin, parts of it appearing blurred. Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space. Ghostly Form. The tattoo has 3 charges, and it regains all expended charges daily at dawn. As a bonus action while the tattoo is on your skin, you can expend 1 of the tattoo's charges to become incorporeal until the end of your next turn. For the duration, you gain the following benefits:You have resistance to bludgeoning, piercing, and slashing damage from nonmagical attacks.You can't be grappled or restrained.You can move through creatures and solid objects as if they were difficult terrain. If you end your turn in a solid object, you take 1d10 force damage. If the effect ends while you are inside a solid object, you instead are shunted to the nearest unoccupied space, and you take 1d10 force damage for every 5 feet traveled."
"Giant Slayer","DMG'24","264","rare","Generic Variant","","","","","","","You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.When you hit a Giant with this weapon, the Giant takes an extra 2d6 damage of the weapon's type and must succeed on a DC 15 Strength saving throw or have the Prone condition. Base items. This item variant can be applied to the following base items:Antimatter Rifle (Giant Slayer Antimatter Rifle)Automatic Rifle (Giant Slayer Automatic Rifle)Battleaxe (Giant Slayer Battleaxe)Blowgun (Giant Slayer Blowgun)Club (Giant Slayer Club)Dagger (Giant Slayer Dagger)Dart (Giant Slayer Dart)Double-Bladed Scimitar (Giant Slayer Double-Bladed Scimitar)Flail (Giant Slayer Flail)Glaive (Giant Slayer Glaive)Greataxe (Giant Slayer Greataxe)Greatclub (Giant Slayer Greatclub)Greatsword (Giant Slayer Greatsword)Halberd (Giant Slayer Halberd)Hand Crossbow (Giant Slayer Hand Crossbow)Handaxe (Giant Slayer Handaxe)Heavy Crossbow (Giant Slayer Heavy Crossbow)Hooked Shortspear (Giant Slayer Hooked Shortspear)Hoopak (Giant Slayer Hoopak)Hunting Rifle (Giant Slayer Hunting Rifle)Javelin (Giant Slayer Javelin)Lance (Giant Slayer Lance)Laser Pistol (Giant Slayer Laser Pistol)Laser Rifle (Giant Slayer Laser Rifle)Light Crossbow (Giant Slayer Light Crossbow)Light Hammer (Giant Slayer Light Hammer)Light Repeating Crossbow (Giant Slayer Light Repeating Crossbow)Longbow (Giant Slayer Longbow)Longsword (Giant Slayer Longsword)Mace (Giant Slayer Mace)Maul (Giant Slayer Maul)Morningstar (Giant Slayer Morningstar)Musket (Giant Slayer Musket)Pike (Giant Slayer Pike)Pistol (Giant Slayer Pistol)Quarterstaff (Giant Slayer Quarterstaff)Rapier (Giant Slayer Rapier)Revolver (Giant Slayer Revolver)Scimitar (Giant Slayer Scimitar)Semiautomatic Pistol (Giant Slayer Semiautomatic Pistol)Shortbow (Giant Slayer Shortbow)Shortsword (Giant Slayer Shortsword)Shotgun (Giant Slayer Shotgun)Sickle (Giant Slayer Sickle)Sling (Giant Slayer Sling)Spear (Giant Slayer Spear)Staff (Giant Slayer Staff)Trident (Giant Slayer Trident)War Pick (Giant Slayer War Pick)Warhammer (Giant Slayer Warhammer)Whip (Giant Slayer Whip)Wooden Staff (Giant Slayer Wooden Staff)Yklwa (Giant Slayer Yklwa)"
"Glamerweave","ERLW","277","varies","Wondrous Item","","","","","","","Multiple variations of this item exist, as listed below:Common GlamerweaveUncommon Glamerweave"
"Glamoured Studded Leather","DMG'24","264","rare","Light Armor (Studded Leather Armor)","","AC 12 + Dex","","","13 lb.","","While wearing this armor, you gain a +1 bonus to Armor Class. You can also take a Bonus Action to cause the armor to assume the appearance of a normal set of clothing or some other kind of armor. You decide what it looks like—including color, style, and accessories—but the armor retains its normal bulk and weight. The illusory appearance lasts until you use this property again or doff the armor."
"Gloves of Missile Snaring","DMG'24","265","uncommon","Wondrous Item","requires attunement","","","","","","If you're hit by an attack roll made with a Ranged or Thrown weapon while wearing these gloves, you can take a Reaction to reduce the damage by 1d10 plus your Dexterity modifier if you have a free hand. If you reduce the damage to 0, you can catch the ammunition or weapon if it is small enough for you to hold in that hand."
"Gloves of Swimming and Climbing","DMG'24","265","uncommon","Wondrous Item","requires attunement","","","","","","While wearing these gloves, climbing and swimming don't cost you extra movement, and you gain a +5 bonus to Strength (Athletics) checks made to climb or swim."
"Gloves of Thievery","DMG'24","265","uncommon","Wondrous Item","","","","","","","These gloves are imperceptible while worn. While wearing them, you gain a +5 bonus to Dexterity (Sleight of Hand) checks."
"Goggles of Night","DMG'24","265","uncommon","Wondrous Item","","","","","","","While wearing these dark lenses, you have Darkvision out to 60 feet. If you already have Darkvision, wearing the goggles increases its range by 60 feet."
"Gold Dragon Scale Mail","DMG'24","254","very rare","Medium Armor (Scale Mail)","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon. In either case, Dragon Scale Mail is highly valued.While wearing this armor, you gain a +1 bonus to Armor Class, you have Advantage on saving throws against the breath weapons of Dragons, and you have Resistance to Fire damage.Additionally, you can focus your senses as a Magic action to discern the distance and direction to the closest gold dragon within 30 miles of yourself. This action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Greater Silver Sword","MTF","89","legendary","Weapon (Greatsword), Martial Weapon, Melee Weapon","requires attunement by a creature that has psionic ability","2d6 Slashing","heavy, two‑handed","","6 lb.","","This magic weapon grants a +3 bonus to attack and damage rolls made with it. While you hold the sword, you have advantage on Intelligence, Wisdom, and Charisma saving throws, you are immune to being charmed, and you have resistance to psychic damage. In addition, if you score a critical hit with it against a creature's astral body, you can cut the silvery cord that tethers the target to its material body, instead of dealing damage. Heavy. Creatures that are Small or Tiny have disadvantage on attack rolls with heavy weapons. A heavy weapon's size and bulk make it too large for a Small or Tiny creature to use effectively. Two-Handed. This weapon requires two hands to use. This property is relevant only when you attack with the weapon, not when you simply hold it."
"Green Dragon Scale Mail","DMG'24","254","very rare","Medium Armor (Scale Mail)","requires attunement","AC 14 + Dex (max 2)","","","45 lb.","","Dragon Scale Mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them. Other times, hunters carefully preserve the hide of a dead dragon. In either case, Dragon Scale Mail is highly valued.While wearing this armor, you gain a +1 bonus to Armor Class, you have Advantage on saving throws against the breath weapons of Dragons, and you have Resistance to Poison damage.Additionally, you can focus your senses as a Magic action to discern the distance and direction to the closest green dragon within 30 miles of yourself. This action can't be used again until the next dawn.The wearer has Disadvantage on Dexterity (Stealth) checks."
"Guardian Emblem","TCE","128","uncommon","Wondrous Item","requires attunement by a cleric or paladin","","","","","","This emblem is the symbol of a deity or a spiritual tradition. As an action, you can attach the emblem to a suit of armor or a shield or remove it.The emblem has 3 charges. When you or a creature you can see within 30 feet of you suffers a critical hit while you're wearing the armor or wielding the shield that bears the emblem, you can use your reaction to expend 1 charge to turn the critical hit into a normal hit instead.The emblem regains all expended charges daily at dawn."
"Hag Eye","DMG'24","265","uncommon","Wondrous Item","","","","","","","A Hag Eye has 3 charges. While wearing or holding this item, you can expend 1 charge to cast Darkvision (targeting yourself only) or See Invisibility. The Hag Eye regains all expended charges daily at dawn. Coven Sensor. The Hag Eye is usually entrusted to a hag's minion for safekeeping and transport. As a Magic action, a hag who belongs to the coven that created the Hag Eye can see what the Hag Eye sees if the hag and the Hag Eye are on the same plane of existence. This effect lasts as long as the hag maintains Concentration. Multiple hags in the coven can see through the Hag Eye simultaneously. Creating a Hag Eye. Only a hag coven can craft this item, which is made from a real eye coated in varnish and often fitted to a pendant or another wearable item. A hag coven can have only one Hag Eye at a time, and creating a new one requires all three members of the coven to perform a special rite. This rite takes 1 hour, and the hags can't perform it if one or more of them has the Incapacitated condition. If the hags take any other actions during this rite, the rite fails and ends."
"Hammer of Thunderbolts","DMG'24","265","legendary","Generic Variant","requires attunement","","","","","","You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.The weapon has 5 charges. You can expend 1 charge and make a ranged attack with the weapon, hurling it as if it had Thrown with a normal range of 20 feet and a long range of 60 feet.If the attack hits, the weapon unleashes a thunderclap audible out to 300 feet. The target and every creature within 30 feet of it other than you must succeed on a DC 17 Constitution saving throw or have the Stunned condition until the end of your next turn. Immediately after hitting or missing, the weapon flies back to your hand. The weapon regains 1d4 + 1 expended charges daily at dawn. Giant's Bane. While you are attuned to the weapon and wearing either a Belt of Giant Strength or Gauntlets of Ogre Power to which you are also attuned, you gain the following benefits:Giants' Bane. When you roll a 20 on the d20 for an attack roll made with this weapon against a Giant, the creature must succeed on a DC 17 Constitution saving throw or die.Might of Giants. The Strength score bestowed by your Belt of Giant Strength or Gauntlets of Ogre Power increases by 4, to a maximum of 30. Base items. This item variant can be applied to the following base items:Maul (Maul of Thunderbolts)Warhammer (Warhammer of Thunderbolts)"
"Hand of Vecna","DMG'24","259","artifact","Wondrous Item","requires attunement","","","","","","Vecna was a mighty wizard who, through magic and conquest, forged a terrible empire. For all his power, however, Vecna feared death and took steps to prevent his demise by becoming a lich.A treacherous lieutenant named Kas brought Vecna's rule to an end in a terrible battle. Of Vecna, all that remained were one hand and one eye, grisly Artifacts that still seek to work Vecna's will in the world.The Eye of Vecna and the Hand of Vecna are separate Artifacts that might be found together or separately. The eye looks like a bloodshot organ torn free from the socket. The hand is a shriveled left extremity. Random Properties of the Eye and Hand. The Hand of Vecna has the following random properties:1 minor beneficial property1 major beneficial property1 minor detrimental property Attuning to the Hand. To attune to the hand, you must press it against the stump where your left hand was. The hand grafts itself to your arm and becomes a functioning appendage. If the hand is ever removed, you die. Properties of the Hand. When you are attuned to the hand, your alignment is Neutral Evil, and you gain the following benefits:Great Strength. Your Strength becomes 20 unless it is already 20 or higher.Icy Touch. Any melee spell attack you make with the hand and any melee attack made with a weapon held by it deals an extra 2d8 Cold damage on a hit.Spellcasting. The hand has 8 charges and regains 1d4 + 4 expended charges daily at dawn. You can cast a spell on the Hand of Vecna Spells table from the hand (save DC 18). The table indicates how many charges you must expend to cast the spell. Each time you cast a spell from it, the hand casts Suggestion on you (save DC 18; no Concentration required), demanding that you commit an evil act. The hand might have a specific act in mind or leave it up to you.Hand of Vecna SpellsSpellCharge CostFinger of Death5Sleep1Slow2Teleport3 Destroying the Eye and Hand. If the Eye of Vecna and the Hand of Vecna are both attached to the same creature and that creature is slain by the Sword of Kas, both the eye and the hand burst into flame, turn to ash, and are destroyed. Any other attempt to destroy the eye or hand seems to work, but the Artifact reappears in one of Vecna's many hidden vaults, where it waits to be rediscovered."
"Hat of Disguise","DMG'24","266","uncommon","Wondrous Item","requires attunement","","","","","","While wearing this hat, you can cast the Disguise Self spell. The spell ends if the hat is removed."
"Hat of Many Spells","DMG'24","266","very rare","Wondrous Item, Spellcasting Focus","requires attunement by a wizard","","","","","","This pointed hat has the following properties. Spellcasting Focus. While holding the hat, you can use it as a Spellcasting Focus for your Wizard spells. Any spell you cast using the hat gains a special Somatic component: you must reach into the hat and ""pull"" the spell out of it. Unknown Spell. While holding the hat, you can try to cast a level 1+ spell you don't know. The spell must be on the Wizard spell list, it must be of a level you can cast, and it can't have Material components costing more than 1,000 GP. Once you decide on the spell, you must expend a spell slot of the spell's level. Then, to determine whether you cast the spell, make an Intelligence (Arcana) check (DC 10 plus the spell's level). On a successful check, you cast the spell using its normal casting time, and you can't use this property again until you finish a Short or Long Rest. On a failed check, you fail to cast the spell and a random effect occurs instead, determined by rolling on the following table.Any spell you cast from the hat uses your spell save DC and spell attack bonus.1d100Effect01-50You cast a random spell determined by rolling 1d10: on a 1, Enlarge/Reduce (enlarge effect); on a 2, Enlarge/Reduce (reduce effect); on a 3, Faerie Fire; on a 4, Fireball; on a 5, Gust of Wind; on a 6, Invisibility (cast on yourself); on a 7, Lightning Bolt; on an 8, Phantasmal Force; on a 9, Polymorph; on a 10, Stinking Cloud.51-55You have the Stunned condition until the end of your next turn, believing something awesome just happened.56-60A harmless swarm of butterflies fills a 10-foot Cube within 30 feet of yourself. The swarm disperses after 1 minute.61-65You pull a nonmagical object out of the hat. Roll 1d4 to determine the object: on a 1, a vial of Acid; on a 2, a flask of Alchemist's Fire; on a 3, a Crowbar; on a 4, a lit Torch.66-70You suffer a bout of ""magic sickness"" and have the Poisoned condition for 1 hour.71-75You have the Petrified condition until the end of your next turn.76-80You pull a nonmagical object out of the hat. Roll 1d4 to determine the object: on a 1, a Dagger; on a 2, a Rope with a Grappling Hook tied to one end; on a 3, a bag of Caltrops; on a 4, a gem worth 50 GP.81-85A creature appears in an unoccupied space as close to you as possible. The creature isn't under your control and acts as it normally would, and it disappears after 1 hour or when it drops to 0 Hit Points. Roll 1d4 to determine the creature: on a 1, a Camel; on a 2, a Constrictor Snake; on a 3, an Elephant; on a 4, a Mule.86-90A Hostile Swarm of Bats flies out of the hat, occupies your space, and attacks you.91-95A vertical, 10-foot-diameter, two-way portal to another plane of existence opens in an unoccupied space within 30 feet of you and remains open until the end of your next turn. The DM determines where it leads.96-00You pull a magic item out of the hat. Roll 1d6 to determine the item's rarity: on a 1-3, Common; on a 4-5, Uncommon; on a 6, Rare. The DM chooses the item, which disappears after 1 hour if it's not consumed or destroyed before then."
"Hat of Vermin","DMG'24","267","common","Wondrous Item","","","","","","","This hat has 3 charges. While holding the hat, you can take a Magic action to expend 1 charge and summon your choice of a Bat, a Frog, or a Rat. The summoned creature magically appears in the hat and tries to get away from you as quickly as possible. The creature is Indifferent toward you and other creatures, and it isn't under your control. It behaves as an ordinary creature of its kind and disappears after 1 hour or when it drops to 0 Hit Points. The hat regains all expended charges daily at dawn."
